Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages 
alcatel,alcatel One Touch Idol Ultra,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-idol-ultra.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2013, January. Released 2013, April",Discontinued,134.4 x 68.5 x 6.5 mm (5.29 x 2.70 x 0.26 in),115 g (4.06 oz),,Micro-SIM,"AMOLED capacitive touchscreen, 16M colors","4.65 inches, 59.6 cm2 (~64.7% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~316 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.2 GHz Cortex-A9,PowerVR SGX531T,No,16GB 1GB RAM,HSDPA 850 / 1900 / 2100,,LED flash,1080p@30fps,"8 MP, AF",,,Yes,"No, included adaptor for 3.5mm","Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, non-removable",,"Black, Red, Yellow, Green, Turquoise",,About 270 EUR,,,,,,,1.3 MP,,Asahi Dragontrail Glass,,,,,,,Up to 400 h (2G) / Up to 400 h (3G),Up to 12 h (2G) / Up to 7 h (3G),,,,,,,0.76 W/kg (head)     1.37 W/kg (body),,,,,,,,,,,,
alcatel,alcatel One Touch Idol,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-idol.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2013, January. Released 2013, May",Discontinued,133 x 67.5 x 7.9 mm (5.24 x 2.66 x 0.31 in),109 g (3.84 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","4.66 inches, 59.9 cm2 (~66.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~236 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),"4GB / 13.3GB (dual SIM version), 1GB RAM",HSDPA 850 / 1900,,LED flash,Yes,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, non-removable",,"Silver, Slate, Pink, Red, Yellow","6030A, 6030D",About 230 EUR,,,,,,,2 MP,,Asahi Dragontrail Glass,,,,,,,Up to 415 h (2G) / Up to 410 h (3G),Up to 7 h 10 min (2G) / Up to 3 h 30 min (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel One Touch T'Pop,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-tpop.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2013, January. Released 2013, February",Discontinued,115 x 62.3 x 12.2 mm (4.53 x 2.45 x 0.48 in),118 g (4.16 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~50.9% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),512MB 256MB RAM,HSDPA 850 / 1900 / 2100,,,Yes,"2 MP, EU, or 3.2 MP, Americas",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Bluish Black, Pure White, Flash Red, Hot Pink, Turquoise, Apple Green, Tangerine",ONE TOUCH 4010X,About 100 EUR,,,No,,,,,,,,,,,,,,Up to 14 h (2G) / Up to 7 h (3G),,,,,,,0.65 W/kg (head)     0.82 W/kg (body),,,,,,,,,,,,
alcatel,alcatel One Touch S'Pop,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-spop.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2013, January. Released 2013, February",Discontinued,115 x 61.2 x 12.2 mm (4.53 x 2.41 x 0.48 in),122 g (4.30 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~51.8% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),"4GB (2GB user available), 512MB RAM",HSDPA 850 / 1900 / 2100,,,Yes,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,,,About 100 EUR,,,,,,,VGA,,,,,,,,,Up to 254 h (2G) / Up to 350 h (3G),Up to 5 h (2G) / Up to 6 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel One Touch M'Pop,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-mpop.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2013, January. Released 2013, May",Discontinued,121.5 x 64 x 11.8 mm (4.78 x 2.52 x 0.46 in),136.5 g (4.80 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~58.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),"4GB 512MB RAM, 4GB 1GB RAM (5020W)",GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - 5020D,,,720p@30fps,"5 MP, AF (OT-5020W only)",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,"Black, Aubergine, Cherry Red, Ocean Blue, Slate, Hot Pink, Tangerine, Turquoise, Apple Green, Pure White","5020D, 5020E, 5020W",About 140 EUR,,,HSDPA 850 / 1900 / 2100,HSDPA 850 / 1700 / 1900 / 2100,,,VGA,,,,,,,,,Up to 400 h (2G) / Up to 410 h (3G),Up to 13 h 30 min (2G) / Up to 13 h (3G),,,,,,,1.04 W/kg (head)     1.31 W/kg (body),,,,,,,,,,,,
alcatel,alcatel One Touch X'Pop,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-xpop.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2013, January. Released 2013, May",Discontinued,131 x 68 x 10.9 mm/ 11.3mm (NFC),139 g (4.90 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~62.7% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~245 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),"4GB (1GB user available), 512MB RAM",GSM 850 / 900 / 1800 / 1900 - OT-5035D (SIM 1 & SIM 2),,LED flash,720p@30fps,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, removable",,"Black, Aubergine, Cherry Red, Ocean Blue, Slate, Hot Pink, Tangerine, Turquoise, Apple Green, Pure White","5035D, 5035E, 5035Y",About 150 EUR,,,HSDPA 850 / 1900 / 2100,,,,VGA,,"Asahi Dragontrail Glass, oleophobic coating",Yes (OT-5035Y model only),,,,,,Up to 700 h (2G) / Up to 400 h (3G),Up to 16 h (2G) / Up to 8 h 30 min (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel One Touch Scribe HD-LTE,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-scribe-lte.jpg,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,LTE (unspecified),"HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps","2013, January. Released 2013, October",Discontinued,144 x 75 x 8.7 mm (5.67 x 2.95 x 0.34 in),135 g (4.76 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,HSDPA 850 / 1700 / 2100,,LED flash,Yes,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2500 mAh, removable",,Reddish Black,,About 350 EUR,,,,,,,1.3 MP,,Scratch-resistant glass,,,,,,,Up to 500 h,Up to 11 h,,,,,,,,,,,,,,,,,,,
alcatel,alcatel One Touch Scribe X,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-scribe-x.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 42.2/5.76 Mbps,"2013, January. Released 2013, March",Discontinued,144 x 75 x 8.5 mm (5.67 x 2.95 x 0.33 in),-,,Micro-SIM,"TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,HSDPA 850 / 1700 / 2100,,LED flash,1080p@30fps,"12 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2500 mAh, removable",,"White Devil, Black Devil, Twilight Blue, Carpet, Anodized Bluish Black, Anodized Cranberry Pink, White Carbon, Black Carbon",,About 620 EUR,,,,,,,1 MP,,,,,,,,,Up to 500 h (2G) / Up to 250 h (3G),Up to 9 h (2G) / Up to 5 h (3G),,,,,,,,,,,,,,,,,,,
alcatel,alcatel View,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-view.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA,,Cancelled,-,-,,Yes,IPS LCD capacitive touchscreen,"4.0 inches, 45.5 cm2","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Microsoft Windows Phone 7.8,,1.0 GHz,,No,4GB 512MB RAM,,,LED flash,480p@30fps,"5 MP, AF",,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP, EDR","Yes, with A-GPS",No,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1500 mAh, removable",,"White, Black, Pink, Orange",,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel One Touch Scribe HD,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-scribe-hd.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 42.2/11.5 Mbps,"2013, January. Released 2013, October",Discontinued,144 x 75 x 8.5 mm (5.67 x 2.95 x 0.33 in),135 g (4.76 oz),,Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm2 (~63.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 4.1 (Jelly Bean),Mediatek MT6589 (28 nm),Quad-core 1.2 GHz Cortex-A7,PowerVR SGX544,microSDHC (dedicated slot),4GB 1GB RAM,HSDPA 850 / 1900 / 2100,,LED flash,Yes,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 2500 mAh, removable",,"Pure White, Black, Flash Red, Flash Yellow",,About 220 EUR,,,,,,,Yes,,Asahi Dragontrail Glass,,,,,,,Up to 500 h (2G) / Up to 250 h (3G),Up to 9 h (2G) / Up to 5 h (3G),,,,,,,0.29 W/kg (head)     0.95 W/kg (body),,,,,,,,,,,,
alcatel,alcatel OT-983,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-983.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2012, November. Released 2012, November",Discontinued,114.5 x 61 x 12.5 mm (4.51 x 2.40 x 0.49 in),136 g (4.80 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~52.2% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3 (Gingerbread),BCM 21552G,1.0 GHz,,microSDHC (dedicated slot),512MB 512MB RAM,No,,,480p@15fps,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1300 mAh, removable",,"Black, Cherry red",,About 50 EUR,,,,,,,,,,,,,,,,Up to 500 h,Up to 20 h (2G) / Up to 6 h (3G),Up to 30 h,,,,,,1.02 W/kg (head)     0.89 W/kg (body),,,,,,,,,,,,
alcatel,alcatel OT-997D,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-997d.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2012, July. Released 2012, September",Discontinued,129.8 x 68 x 11 mm (5.11 x 2.68 x 0.43 in),143 g (5.04 oz),,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 1GB RAM,SRS audio,,LED flash,720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, removable",,"Black, White",,About 280 EUR,,,,,,,VGA,,,,,,,,,Up to 400 h (2G) / Up to 350 h (3G),Up to 16 h (2G) / Up to 8 h 30 min (3G),,,,,,,,,,,,,0.50 W/kg (head)     0.74 W/kg (body),,,,,,
alcatel,alcatel OT-997,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-997.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2012, August. Released 2012, September",Discontinued,129.8 x 68 x 11 mm (5.11 x 2.68 x 0.43 in),143 g (5.04 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.3 inches, 52.6 cm2 (~59.6% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~217 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 1GB RAM,SRS audio,,LED flash,720p@30fps,"8 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass","Li-Ion 1800 mAh, removable",,"Ardesia, White, Dark Red, Orange",,About 250 EUR,,,,,,,VGA,,Oleophobic coating,,,,,,,Up to 400 h (2G) / Up to 350 h (3G),Up to 16 h (2G) / Up to 8 h 30 min (3G),,,,,,,0.50 W/kg (head)     0.74 W/kg (body),,,,,,0.50 W/kg (head)     0.74 W/kg (body),,,,,,
alcatel,alcatel OT-992D,https://fdn2.gsmarena.com/vv/bigpic/alcatel-992d.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,2012. Released 2012,Discontinued,124 x 64.2 x 10.7 mm (4.88 x 2.53 x 0.42 in),-,,"Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6577 (40 nm),Dual-core 1.0 GHz Cortex-A9,PowerVR SGX531u,microSDHC (dedicated slot),4GB 512MB RAM,,,LED flash,720p@30fps,5 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,Accelerometer,"Li-Ion 1500 mAh, removable",,"Black, White, Red, Gold",,,,,,,,,VGA,,,,,,,,,Up to 700 h (2G) / Up to 400 h (3G),Up to 16 h (2G) / Up to 8 h 30 min (3G),,,,,,,0.48 W/kg (head)     0.62 W/kg (body),,,,,,,,,,,,
alcatel,alcatel OT-978,https://fdn2.gsmarena.com/vv/bigpic/alcatel-one-touch-978.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 2100,,HSPA,2012,Discontinued,127.4 x 66.1 x 10.9 mm (5.02 x 2.60 x 0.43 in),144.5 g (5.08 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~54.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 2.3 (Gingerbread),,,,microSDHC (dedicated slot),512MB,,,,Yes,3.15 MP,,,Yes,Yes,Wi-Fi 802.11 b/g,"3.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion, removable",,Black,,About 210 EUR,,,,,,,VGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcatel,alcatel OT-988 Shockwave,https://fdn2.gsmarena.com/vv/bigpic/alcatel-one-touch-shockwave.jpg,CDMA / EVDO,CDMA 800 / 1900,CDMA2000 1xEV-DO,,EV-DO Rev.A 3.1 Mbps,"2012, October. Released 2012, October",Discontinued,119.9 x 66 x 13.7 mm (4.72 x 2.60 x 0.54 in),155 g (5.47 oz),,Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm2 (~46.1% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",Android 2.3.5 (Gingerbread),,800 MHz Cortex-A5,,"microSDHC (dedicated slot), 2 GB included",1GB 512MB RAM,IP54 splash proof,,,Yes,3.15 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot",Yes,"Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity","Li-Ion 1400 mAh, removable",,Black,,About 380 EUR,,,No,MP3/AAC+/WAV/WMA player MP4/H.264 player Document viewer Photo viewer/editor,,,,,,,,,,,,Up to 396 h,Up to 5 h,,,,,,,,,,,,,,,,,,,
alcatel,alcatel OT-993,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot993.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 7.2/0.384 Mbps,"2012, August. Released 2012, August",Discontinued,124.4 x 63.9 x 11.4 mm (4.90 x 2.52 x 0.45 in),150 g (5.29 oz),,Mini-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm2 (~57.3% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",Android 4.0 (Ice Cream Sandwich),Mediatek MT6575 (40 nm),1.0 GHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),3GB,HSDPA 850 / 1900 / 2100,,LED flash,Yes,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",Removable Li-Ion 1500 mAh battery,,"Black, White, Aubergine",,About 150 EUR,,,MP3/AAC+/WAV/WMA player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,,,,VGA,,,,,,,,,Up to 420 h,Up to 4 h (2G) / Up to 3 h (3G),,,,,,,0.50 W/kg (head)     0.51 W/kg (body),,,,,,,,,,,,
alcatel,alcatel OT-903,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot903.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - OT-903D,HSDPA 900 / 2100,,HSPA 7.2/5.76 Mbps,"2012, August. Released 2012, August",Discontinued,110 x 57.6 x 12.5 mm (4.33 x 2.27 x 0.49 in),114 g (4.02 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","2.8 inches, 24.3 cm2 (~38.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",Android 2.3 (Gingerbread),Mediatek MT6573 (65 nm),650 MHz Cortex-A9,PowerVR SGX531,microSDHC (dedicated slot),150MB,GSM 850 / 900 / 1800 / 1900 - OT-903,,,Yes,2 MP,,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","3.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1300 mAh battery,,"Black, Pure White, Fuschia, Cherry Red",,About 50 EUR,,,HSDPA 850 / 1900 / 2100,MP3/AAC+/WAV/WMA player MP4/H.264 player Document viewer Photo viewer/editor Organizer Voice memo Predictive text input,,,,,,,,,,,,Up to 300 h (2G) / Up to 300 h (3G),Up to 11 h (2G) / Up to 6 h 30 min (3G),,,,,,,0.89 W/kg (head)     0.77 W/kg (body),,,,,,0.89 W/kg (head)     0.77 W/kg (body),,,,,,
alcatel,alcatel OT-838,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot838.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2012, April. Released 2012, June",Discontinued,115 x 61 x 12.5 mm (4.53 x 2.40 x 0.49 in),101 g (3.56 oz),,Mini-SIM,"TFT, 256K colors","2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,,208 MHz,,microSDHC (dedicated slot),2MB,No,,,Yes,2 MP,,,Yes,Yes,Wi-Fi 802.11 b/g,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 1000 mAh battery,,"Black, Ocean Blue, Red, Lavender",,About 60 EUR,,,Facebook integration MP4/H.264 player MP3 player Organizer Predictive text input,,,,,,,,Class 12,Class 12,,,,Up to 530 h,Up to 7 h,,Yes,Yes,"SMS, MMS, Email, Push Email, IM",No,"Yes, MIDP 2.1",,,,,,,,QWERTY,,,,,
alcatel,alcatel OT-668,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot668.jpg,GSM,GSM 850 / 1900,,,,"Exp. announcement 2012, August. Released 2012, August",Discontinued,92.5 x 46 x 17.2 mm (3.64 x 1.81 x 0.68 in),76 g (2.68 oz),,Mini-SIM,"TFT, 256K colors","1.77 inches, 9.9 cm2 (~23.2% screen-to-body ratio)",128 x 160 pixels (~116 ppi density),,,104 MHz,,microSDHC (dedicated slot),2MB,GSM 900 / 1800,,,Yes,2 MP,,,Yes,Yes,No,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 650 mAh battery,,"Black, Cherry Red, Aubergine",,About 50 EUR,,,No,"Facebook, Twitter applications ONE TOUCH Apps store Organizer Predictive text input",,,,,,,Class 12,No,,,,Up to 400 h,Up to 6 h,,Yes,Yes,"SMS, MMS, Email",No,Yes,,,,,,,,,,,,,
alcatel,alcatel OT-605,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot605.jpg,GSM,GSM 850 / 900 / 1800 / 1900,,,,"2012, August. Released 2012, August",Discontinued,98 x 54 x 12.7 mm (3.86 x 2.13 x 0.5 in),-,,Mini-SIM,"TFT resistive touchscreen, 256K colors","2.4 inches, 17.8 cm2 (~33.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,,104 MHz,,microSDHC (dedicated slot),,No,,,Yes,VGA,,,Yes,Yes,No,"2.1, A2DP",No,"Stereo FM radio, RDS",microUSB 2.0,,Removable Li-Ion 850 mAh battery,,"Cherry Red, Raven",,,,,Facebook application Weather forecast ONE TOUCH Apps store Organizer Predictive text input,,,,,,,,Class 12,No,,,,Up to 560 h,Up to 7 h 40 min,,Yes,Yes,"SMS, MMS",No,No,,,,,,,,,,,,,
alcatel,alcatel OT-986,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot986.jpg,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,HSDPA 900 / 2100,,HSPA 21.1/5.76 Mbps,"2012, May. Released 2012, August",Discontinued,"130 x 70 x 9.8 mm, 87.2 cc (5.12 x 2.76 x 0.39 in)",-,,Mini-SIM,"IPS LCD, capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~326 ppi density)",Android 4.0 (Ice Cream Sandwich),TI OMAP 4460,Dual-core 1.5 GHz Cortex-A9,PowerVR SGX540,microSDHC (dedicated slot),8GB 1GB RAM,MP4/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial/commands Predictive text input,,LED flash,Yes,"5 MP, AF",,,Yes,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1800 mAh battery,,Black,,About 250 EUR,,,,,,,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
